collected_at,data_window,production_id,article_id,title,question_type,answer_url,published_display,views,likes,comments,favorites,thanks,interaction_source,fold_status,earnings,earnings_source,earnings_collected_at,earnings_window,earnings_match_status,notes
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073425030852232498,在职场中为什么有很多「有能力」的人却不愿当领导？,UNKNOWN,https://www.zhihu.com/answer/2073425030852232498,发布于 08-19,300,2,0,2,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073421967865206081,职场中只会埋头干活不会拍马屁、不会来事，是不是永远得不到提拔和加薪？,UNKNOWN,https://www.zhihu.com/answer/2073421967865206081,发布于 08-19,39,0,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073175555583877483,什么性格的人适合当领导？,UNKNOWN,https://www.zhihu.com/answer/2073175555583877483,发布于 08-18,1849,14,0,16,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073168934128334061,为什么年轻人越来越不愿意奉承领导了？,UNKNOWN,https://www.zhihu.com/answer/2073168934128334061,发布于 08-18,107,0,0,1,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073162526121107666,体制内，为什么领导一眼就能看出你是老实人？,UNKNOWN,https://www.zhihu.com/answer/2073162526121107666,发布于 08-18,2331,16,1,19,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073155311888867810,一个领导值不值得跟随要怎么判定？,UNKNOWN,https://www.zhihu.com/answer/2073155311888867810,发布于 08-18,296,3,0,5,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073136610447837103,为什么职场上会出现提拔一批，躺平一批？,UNKNOWN,https://www.zhihu.com/answer/2073136610447837103,发布于 08-18,915,6,0,4,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2072707525909206856,为什么有的领导身边能吸引很多人才，而有的领导却留不住核心骨干？,UNKNOWN,https://www.zhihu.com/answer/2072707525909206856,发布于 08-17,1349,12,0,10,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2072702916264310647,如何看待胖东来招聘刑释人员的公告被质疑处理不当？,UNKNOWN,https://www.zhihu.com/answer/2072702916264310647,发布于 08-17,180,5,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2072700856256946489,于东来称胖东来首批刑释职工30人无一离职，如何评价这一招聘计划的实际效果？其他企业能效仿吗？,UNKNOWN,https://www.zhihu.com/answer/2072700856256946489,发布于 08-17,333,4,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2072695242105660190,怎么看一个人有没有领导力？,UNKNOWN,https://www.zhihu.com/answer/2072695242105660190,发布于 08-17,361,1,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2070259249234587810,为什么很多企业推行“扁平化管理”后，效率反而下降了？,UNKNOWN,https://www.zhihu.com/answer/2070259249234587810,发布于 08-10,10,0,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2070241617638864496,上面本意是好的，只是下面人执行出错了。这句话有道理吗？,UNKNOWN,https://www.zhihu.com/answer/2070241617638864496,发布于 08-10,6,0,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-23T10:08:01+03:00,REVIEW_DAY,UNKNOWN,pin_2074580896850633938,备受瞩目 徽章佩戴留念，期待在知乎继续前行，探索无尽可能。,UNKNOWN,https://www.zhihu.com/pin/2074580896850633938,发布于 19 小时前,30,0,0,,,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-23 增量采集；想法无收藏字段；转发0；按 article_id 去重
2026-08-23T10:08:01+03:00,REVIEW_DAY,UNKNOWN,answer_2074546696017666697,胖东来被涨租逼走，为啥它不直接涨入驻商户的租金来平摊？这一权衡背后有啥考量吗？,UNKNOWN,https://www.zhihu.com/answer/2074546696017666697,发布于 21 小时前,132,1,1,2,0,知乎创作中心内容管理,否,10,致知计划-内容收益明细,2026-08-23T10:08:01+03:00,2026-08-16..2026-08-23,TITLE_MATCH,2026-08-23 增量采集；按 article_id 去重；收益为本期盐粒
2026-08-23T10:08:01+03:00,REVIEW_DAY,UNKNOWN,answer_2074544374151697192,为什么很多年轻人在职场中渴望融洽的同事关系，却越来越倾向于远离群体活动？这种现象背后反映了什么？,UNKNOWN,https://www.zhihu.com/answer/2074544374151697192,发布于 21 小时前,29,1,0,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划-内容收益明细,2026-08-23T10:08:01+03:00,2026-08-16..2026-08-23,NOT_LISTED,2026-08-23 增量采集；按 article_id 去重；收益明细最近7天未列出
2026-08-23T10:08:01+03:00,REVIEW_DAY,UNKNOWN,answer_2074542713748321101,工作中发生紧急情况，领导正在午睡，要不要叫醒他？,UNKNOWN,https://www.zhihu.com/answer/2074542713748321101,发布于 21 小时前,65,1,0,0,0,知乎创作中心内容管理,否,4,致知计划-内容收益明细,2026-08-23T10:08:01+03:00,2026-08-16..2026-08-23,TITLE_MATCH,2026-08-23 增量采集；按 article_id 去重；收益为本期盐粒
2026-08-23T10:08:01+03:00,REVIEW_DAY,UNKNOWN,answer_2074538946114089128,教授张丹丹称「灵活就业是一种福利」，如何看待这一观点？,UNKNOWN,https://www.zhihu.com/answer/2074538946114089128,发布于 22 小时前,84,1,0,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划-内容收益明细,2026-08-23T10:08:01+03:00,2026-08-16..2026-08-23,NOT_LISTED,2026-08-23 增量采集；按 article_id 去重；收益明细最近7天未列出
2026-08-23T10:08:01+03:00,REVIEW_DAY,UNKNOWN,answer_2074537453193519378,领导说「你能干就干，不能干就滚」，你咋回？,UNKNOWN,https://www.zhihu.com/answer/2074537453193519378,发布于 22 小时前,140,2,0,1,0,知乎创作中心内容管理,否,UNKNOWN,致知计划-内容收益明细,2026-08-23T10:08:01+03:00,2026-08-16..2026-08-23,NOT_LISTED,2026-08-23 增量采集；按 article_id 去重；收益明细最近7天未列出
2026-08-25T19:08:00+03:00,REVIEW_DAY,UNKNOWN,answer_2074892737510380763,认知水平高的人有什么特征？,UNKNOWN,https://www.zhihu.com/answer/2074892737510380763,发布于 08-23,204,4,0,3,0,知乎创作中心内容管理,否,36,致知计划-内容收益明细,2026-08-25T19:08:00+03:00,2026-08-19..2026-08-25,TITLE_MATCH,2026-08-25 增量采集；按 article_id 去重；收益为本期盐粒
2026-08-25T19:08:00+03:00,REVIEW_DAY,UNKNOWN,answer_2074890614576105134,匿名举报同事后，整个部门被扣奖金并集体孤立我，我做错了吗？,UNKNOWN,https://www.zhihu.com/answer/2074890614576105134,发布于 08-23,513,4,0,5,0,知乎创作中心内容管理,否,UNKNOWN,致知计划-内容收益明细,2026-08-25T19:08:00+03:00,2026-08-19..2026-08-25,NOT_LISTED,2026-08-25 增量采集；按 article_id 去重；收益明细最近7天当前页未列出
2026-08-25T19:08:00+03:00,REVIEW_DAY,UNKNOWN,answer_2074886991645241672,为什么老一辈批判躺平，却对加班猝死视而不见？,UNKNOWN,https://www.zhihu.com/answer/2074886991645241672,发布于 08-23,378,4,0,0,0,知乎创作中心内容管理,否,8,致知计划-内容收益明细,2026-08-25T19:08:00+03:00,2026-08-19..2026-08-25,TITLE_MATCH,2026-08-25 增量采集；按 article_id 去重；收益为本期盐粒
2026-08-25T19:08:00+03:00,REVIEW_DAY,UNKNOWN,answer_2074885270286217411,既为心腹，为什么反而会被领导批得最多、最狠？,UNKNOWN,https://www.zhihu.com/answer/2074885270286217411,发布于 08-23,369,6,0,3,1,知乎创作中心内容管理,否,17,致知计划-内容收益明细,2026-08-25T19:08:00+03:00,2026-08-19..2026-08-25,TITLE_MATCH,2026-08-25 增量采集；按 article_id 去重；收益为本期盐粒
2026-08-25T19:08:00+03:00,REVIEW_DAY,UNKNOWN,answer_2074881863097884985,老板不敢放权，背后真正怕的是什么？,UNKNOWN,https://www.zhihu.com/answer/2074881863097884985,发布于 08-23,183,1,0,1,0,知乎创作中心内容管理,否,21,致知计划-内容收益明细,2026-08-25T19:08:00+03:00,2026-08-19..2026-08-25,TITLE_MATCH,2026-08-25 增量采集；按 article_id 去重；收益为本期盐粒
