article_id,title,content_type,published_at,url,views,likes,comments,favorites,earnings,earnings_per_1k_views,historical_batch,historical_source,historical_completeness,question_type,structure_used,primary_variable,first_screen_type,core_mechanism,result_layer,deep_review,historical_rule_status,evidence_level,status,sample_level,upgrade_reason,source,collected_at,notes
answer_2058937460239889829,职场中，知难而进和知难而退，究竟该如何选择？,回答,发布于 07-10,https://www.zhihu.com/answer/2058937460239889829,34,1,0,0,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2057850959083180345,体制内的人怎么看待自己的工作？怎么评价自己的价值？,回答,发布于 07-07,https://www.zhihu.com/answer/2057850959083180345,85,1,0,0,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2057527309524120066,职场晋升，究竟是能力重要还是人脉重要？,回答,发布于 07-06,https://www.zhihu.com/answer/2057527309524120066,57,1,1,1,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2057498521570484354,职场里，一个优秀的员工为什么会突然摆烂呢？,回答,发布于 07-06,https://www.zhihu.com/answer/2057498521570484354,191,0,0,0,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2057135356257087891,职场上，当出现了一些机会，但是要让自己付出更多的时候，我们该不该去争取？,回答,发布于 07-05,https://www.zhihu.com/answer/2057135356257087891,85,1,0,0,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2057129843288957834,现在就业大环境怎么样？,回答,发布于 07-05,https://www.zhihu.com/answer/2057129843288957834,594,5,0,2,61,102.69,HIST-02,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2057119789592717236,公司倒闭前有什么征兆？,回答,发布于 07-05,https://www.zhihu.com/answer/2057119789592717236,921,1,0,0,4,4.34,HIST-02,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,C+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2057113692043490073,站在领导的角度上看，打压员工是不是必要的？,回答,发布于 07-05,https://www.zhihu.com/answer/2057113692043490073,225,2,0,3,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056875505937282502,老板说「我只看结果，其他的事，你自己做决定」，这样的老板是不是「挺可怕」？,回答,发布于 07-04,https://www.zhihu.com/answer/2056875505937282502,49,0,0,1,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056809213549195382,为什么国企不把所有员工都按照劳务派遣的方式管理？,回答,发布于 07-04,https://www.zhihu.com/answer/2056809213549195382,752,0,0,5,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056777356090647461,空降领导比你年轻，工作经验比你少，综合能力比你差，安排工作后是你在帮他善后，你怎么跟这种领导共事？,回答,发布于 07-04,https://www.zhihu.com/answer/2056777356090647461,52,0,0,0,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056754549130639298,当领导对你说，公司离了谁都会转，别把自己太当会事，要如何回答？,回答,发布于 07-04,https://www.zhihu.com/answer/2056754549130639298,89,1,0,1,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056387553188635619,公司出现什么迹象了，说明公司开始走下坡路了？,回答,发布于 07-03,https://www.zhihu.com/answer/2056387553188635619,1681,11,1,8,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056385824917288025,字节CEO梁汝波发全员信，要求Leader敢于设定高目标、深入一线，背后有何意图？能带来哪些变化？,回答,发布于 07-03,https://www.zhihu.com/answer/2056385824917288025,247,0,0,0,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056382999558674292,体制内你见到最狠的是什么样？,回答,发布于 07-03,https://www.zhihu.com/answer/2056382999558674292,478,1,0,2,18,37.66,HIST-02,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,C+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056372914451227382,为什么有些国企中层见不得自己的下属好？,回答,发布于 07-03,https://www.zhihu.com/answer/2056372914451227382,269,3,0,1,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056059209934959217,怎么判断一个单位已经烂透了?,回答,发布于 07-02,https://www.zhihu.com/answer/2056059209934959217,962,12,1,16,217,225.57,HIST-02,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056054123464860634,为什么中建这种大央企也会发不出工资？,回答,发布于 07-02,https://www.zhihu.com/answer/2056054123464860634,546,7,0,4,55,100.73,HIST-02,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2056050021309666323,你是怎么发现职场都是一个草台班子的？？,回答,发布于 07-02,https://www.zhihu.com/answer/2056050021309666323,282,3,0,1,38,134.75,HIST-02,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2055792541509891143,为什么领导对你评价不低，但是一遇到晋升机会就把你往后摆？,回答,发布于 07-01,https://www.zhihu.com/answer/2055792541509891143,471,8,0,5,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2055788329006784796,好领导一般都什么样？,回答,发布于 07-01,https://www.zhihu.com/answer/2055788329006784796,440,7,0,7,91,206.82,HIST-02,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2055782599260426267,领导喜欢下属团结还是不团结？,回答,发布于 07-01,https://www.zhihu.com/answer/2055782599260426267,658,10,0,11,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2055068418550798191,你能接受老板只是将你当成了一个「工具人」，而不是有感情的对待你吗？,回答,发布于 06-29,https://www.zhihu.com/answer/2055068418550798191,80,2,0,4,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2054975156846604604,为什么裁员裁的都是干活的？,回答,发布于 06-29,https://www.zhihu.com/answer/2054975156846604604,1010,8,1,7,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
pin_2054964213148399357,领导的威严，不是让人怕你。,想法,发布于 06-29,https://www.zhihu.com/pin/2054964213148399357,165,0,0,,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,想法无收藏字段，favorites留空
answer_2054902564374713230,为什么一个部门换领导后往往都容易面临整个部门大换血啊？,回答,发布于 06-29,https://www.zhihu.com/answer/2054902564374713230,809,8,0,7,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2054898094542696523,为什么有的领导仅凭一次聊天就能知道某些人不堪大用？,回答,发布于 06-29,https://www.zhihu.com/answer/2054898094542696523,471,6,0,6,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2054893689000966034,为什么很多人一当上领导性格就变了？,回答,发布于 06-29,https://www.zhihu.com/answer/2054893689000966034,151,1,0,0,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2054590834364912396,领导的威严是怎么树立起来的？,回答,发布于 06-28,https://www.zhihu.com/answer/2054590834364912396,3.9 万,864,37,1567,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2054587784929751057,刚上任的管理者，接手了一支人心涣散的团队，该怎样破局？,回答,发布于 06-28,https://www.zhihu.com/answer/2054587784929751057,241,2,0,5,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2054574617294018451,到底是工作需要我，还是我需要工作？,回答,发布于 06-28,https://www.zhihu.com/answer/2054574617294018451,50,0,0,2,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2054353693386990646,什么样的员工容易被提拔为管理层？,回答,发布于 06-27,https://www.zhihu.com/answer/2054353693386990646,1289,14,0,18,431,334.37,HIST-02,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,收益来源：知乎TOP10事实包_V1_给GPT复盘.md
answer_2054240797424346875,领导总说“年轻人不要太计较工资，要先成长”，这句话到底是善意提醒，还是职场 PUA？,回答,发布于 06-27,https://www.zhihu.com/answer/2054240797424346875,126,1,0,2,,,HIST-02,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2054232041546425500,作为管理者，有哪些事情不能对员工讲？,回答,发布于 06-27,https://www.zhihu.com/answer/2054232041546425500,870,12,1,33,484,556.32,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,收益来源：知乎TOP10事实包_V1_给GPT复盘.md
answer_2054228397761597810,公司不景气，进行大裁员后，老板却提拔你，让你留下与公司共患难，许诺经营转好后分你股份，你会留下来吗？,回答,发布于 06-27,https://www.zhihu.com/answer/2054228397761597810,81,1,0,1,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
pin_2054207387855217572,乐于交流 徽章佩戴留念，期待在知乎继续前行，探索无尽可能。,想法,发布于 06-27,https://www.zhihu.com/pin/2054207387855217572,78,0,0,,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,想法无收藏字段，favorites留空
pin_2054205350237229211,做过几年，也踩过不少坑。后来才发现，老板真正难的不是“管人”，而是客户、现金流、交付、团队和风险都压在一套系统里。外面看是老板，里面其实经常是最后一个兜底的人。,想法,发布于 06-27,https://www.zhihu.com/pin/2054205350237229211,77,0,0,,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,想法无收藏字段，favorites留空
p_2053941871722895279,什么事情是我当了老板才知道的？,文章,编辑于 06-26,https://zhuanlan.zhihu.com/p/2053941871722895279,628,12,2,11,27,42.99,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,C+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2053893528665823152,职场中的人才，到底是「选拔」出来的还是「培养」出来的？,回答,发布于 06-26,https://www.zhihu.com/answer/2053893528665823152,796,14,0,13,420,527.64,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,收益来源：知乎TOP10事实包_V1_给GPT复盘.md
answer_2053867781590988761,为什么你的建议明明是「对」的，但是老板就是不听？,回答,发布于 06-26,https://www.zhihu.com/answer/2053867781590988761,84,3,0,2,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2053865051048654496,为什么很多人学习了大量的商业知识，别人的成功方法，成功案例，但是自己却还是失败的？,回答,发布于 06-26,https://www.zhihu.com/answer/2053865051048654496,76,0,0,6,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
pin_2053487945433211510,客户靠自己找。,想法,发布于 06-25,https://www.zhihu.com/pin/2053487945433211510,250,1,0,,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,想法无收藏字段，favorites留空
answer_2053486147595194574,为什么有些领导一上来就喜欢裁员，把团队里的全部老人都裁掉，再去外面招新人？,回答,发布于 06-25,https://www.zhihu.com/answer/2053486147595194574,310,8,0,2,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2053482385552021494,为什么成功人士的精力都非常旺盛？,回答,发布于 06-25,https://www.zhihu.com/answer/2053482385552021494,278,3,0,2,32,115.11,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,B+C+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2053480564645269807,一个单位的管理乱不乱，看哪里能看出来？,回答,发布于 06-25,https://www.zhihu.com/answer/2053480564645269807,537,3,0,2,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2053220343368757946,在知乎上泡这么久，工作、生活、工资还是没有起色是什么原因？,回答,发布于 06-24,https://www.zhihu.com/answer/2053220343368757946,244,8,0,9,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2053157392792261415,如果哪天你失业了，到处都找不到工作你该怎么办？,回答,发布于 06-24,https://www.zhihu.com/answer/2053157392792261415,832,7,0,7,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2053150670178595072,销售那么挣钱，为什么大家不愿意做销售？,回答,发布于 06-24,https://www.zhihu.com/answer/2053150670178595072,235,5,0,8,78,331.91,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2053145297379923071,什么事情是你当了老板才知道的？,回答,发布于 06-24,https://www.zhihu.com/answer/2053145297379923071,4.4 万,720,64,1193,17128,389.27,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,收益来源：知乎TOP10事实包_V1_给GPT复盘.md
answer_2053140800012391180,中年失业出路在哪？,回答,发布于 06-24,https://www.zhihu.com/answer/2053140800012391180,988,6,0,14,100,101.21,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2052750811852285823,如果读书不能改变阶层，我们努力的意义到底是什么？,回答,发布于 06-23,https://www.zhihu.com/answer/2052750811852285823,46,2,0,4,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2052522859554156734,普通人怎么才能实现财务自由？,回答,发布于 06-22,https://www.zhihu.com/answer/2052522859554156734,553,7,0,18,102,184.45,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2052435404134127226,管理的本质是决策还是协调？,回答,发布于 06-22,https://www.zhihu.com/answer/2052435404134127226,171,1,0,6,35,204.68,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2052418502003257602,什么时候才会实现财富自由？,回答,发布于 06-22,https://www.zhihu.com/answer/2052418502003257602,408,2,4,1,12,29.41,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,C+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2052413467433473704,为什么有的人完全不懂技术，却可以做到管理层？,回答,发布于 06-22,https://www.zhihu.com/answer/2052413467433473704,146,2,0,3,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2052166992531027845,为什么现在的年轻人创业经常失败？,回答,发布于 06-21,https://www.zhihu.com/answer/2052166992531027845,315,4,0,10,94,298.41,HIST-03,知乎创作中心-内容管理,结果完整/标签待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,A+B+D,是,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2052163119733118771,苦难为什么只找穷人?,回答,发布于 06-21,https://www.zhihu.com/answer/2052163119733118771,64,1,0,0,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2051789228971914350,人真的无法取得认知以外的钱吗？,回答,发布于 06-20,https://www.zhihu.com/answer/2051789228971914350,93,1,0,2,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2051770988170421748,现在都说大环境不好，谁都没有钱，那么钱到底去哪了？,回答,发布于 06-20,https://www.zhihu.com/answer/2051770988170421748,1410,8,1,14,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2051359367144986316,现在社会普通人的出路在哪里？,回答,发布于 06-19,https://www.zhihu.com/answer/2051359367144986316,103,3,0,2,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2051324842570428685,为什么说一个人到了35岁，阶层基本就定型了？,回答,发布于 06-19,https://www.zhihu.com/answer/2051324842570428685,145,3,0,0,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2051077928444752820,为什么大多数人没有200万存款？,回答,发布于 06-18,https://www.zhihu.com/answer/2051077928444752820,310,2,0,0,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2051068881549137137,为什么我们总是把自身价值的定价权拱手让人？,回答,发布于 06-18,https://www.zhihu.com/answer/2051068881549137137,53,3,0,1,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2050670671613654994,中国人想要休息，真的只有辞职吗？,回答,发布于 06-17,https://www.zhihu.com/answer/2050670671613654994,1293,3,1,5,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2050607952608993687,958毕业，回到县城工作的人们，你们现在过得怎么样？觉得亏不亏？,回答,发布于 06-17,https://www.zhihu.com/answer/2050607952608993687,102,1,0,0,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2050325219429061311,普通人真的一年连10万元人民币都挣不到吗？,回答,发布于 06-16,https://www.zhihu.com/answer/2050325219429061311,16,1,0,0,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
answer_2050263891800745875,为什么现在许多年轻人宁愿待业也不找工作？,回答,发布于 06-16,https://www.zhihu.com/answer/2050263891800745875,277,3,0,2,,,HIST-03,知乎创作中心-内容管理,阅读完整/收益待补,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,否,未提取,RAW,已发布,L0,,知乎创作中心-内容管理,2026-07-27T17:59:00+03:00,
